	tokens	ratings
3533	formed	2.9848497
3534	pedicabs	3.1022894
3535	recognizing	3.109311
3536	deemed	2.9857192
3537	defend	3.1646905
3538	surprising	2.9831305
3539	created	3.083702
3540	marathon	3.1311908
3541	eagle	2.9921708
3542	languages	3.084577
3543	debauchery	3.0597138
3544	will	3.1835148
3545	skills	3.1766791
3546	smiled	2.9755826
3547	picking	3.1365554
3548	guaranteed	3.1855843
3549	dharma	3.1122136
3550	thematic	3.1400363
3551	accomplish	3.1610525
3552	impression	2.9982877
3553	markets	3.0864558
3554	healthy	3.1897602
3555	doomsday	2.9812982
3556	executives	3.0665302
3557	smile	3.060569
3558	letter	3.0722983
3559	folklore	3.0880475
3560	reviewed	3.0358908
3561	knocking	2.982184
3562	trust	3.1279416
3563	assemble	3.172702
3564	university	3.0922136
3565	libertarian	3.1056647
3566	rice	3.0163429
3567	companies	3.0996869
3568	company	3.1211114
3569	morning	2.9941943
3570	connection	3.027125
3571	matching	3.132951
3572	artisans	3.1297352
3573	–	3.0965838
3574	zoo	3.1810322
3575	smokestacks	2.975575
3576	least	3.0097876
3577	saying	3.098202
3578	never	3.0508327
3579	80	3.0306423
3580	saturday	3.092108
3581	sleep	2.9762843
3582	us	3.130695
3583	car	3.0241363
3584	plague	2.975575
3585	apple	3.1069663
3586	shareholders	3.1220455
3587	wrapped	2.9835024
3588	beside	3.0091028
3589	intensify	3.0466418
3590	returned	2.9757779
3591	tracks	3.0126216
3592	rebuilding	3.0025275
3593	alarm	2.9780967
3594	first	3.0760193
3595	excited	3.1264
3596	matches	3.143436
3597	eveready	3.0873408
3598	significantly	2.9853501
3599	should	3.0907054
3600	brunch	3.1566386
3601	violence	2.9808784
3602	country	3.0702596
3603	bump	2.9904704
3604	towards	3.038369
3605	perpetrators	2.9904072
3606	otters	3.028296
3607	dryads	2.9780855
3608	expedition	3.0369163
3609	torn	2.975575
3610	comprehensive	3.1579838
3611	operated	2.9812953
3612	angolini	3.0873408
3613	designed	3.0724804
3614	gadgets	3.1372168
3615	mary	3.0432472
3616	neither	2.9852502
3617	mudbomb	3.0873408
3618	dispute	3.0551116
3619	thank	3.1375647
3620	sufficient	3.0233865
3621	collectivize	3.1059413
3622	sculpture	3.026391
3623	abide	3.1230843
3624	b	3.0658169
3625	abandoned	2.975575
3626	gave	3.013761
3627	about	3.0764604
3628	exaggeration	2.9879491
3629	crackdown	2.9813533
3630	anything	3.085835
3631	mere	2.9982698
3632	macdonald	3.0115912
3633	plays	3.1338737
3634	gap	3.0095801
3635	expected	2.9836478
3636	minds	3.024847
3637	marked	2.9946423
3638	orchestra	3.090024
3639	qtd	3.041987
3640	process	3.0805328
3641	further	3.036982
3642	silk	2.9851444
3643	mps	3.0334177
3644	resident	2.9992933
3645	secret	3.0602934
3646	climates	3.0964675
3647	elders	3.066225
3648	crowd	3.0833385
3649	blamed	2.975575
3650	2005	3.0045023
3651	arrallin	3.0873408
3652	blake	3.064575
3653	season	3.0242789
3654	tell	3.134304
3655	how	3.074779
3656	or	3.0443895
3657	deaths	2.975575
3658	salmonella	2.9897232
3659	outstanding	3.183495
3660	adjoining	3.0254147
3661	bourgeoisie	3.0505729
3662	reached	2.9758432
3663	presumably	2.978073
3664	visible	2.9851167
3665	hither	3.0838032
3666	ecosystem	3.154835
3667	”,	3.0873408
3668	appointment	3.0966306
3669	coming	2.9924395
3670	gasped	2.975575
3671	chain	3.0498838
3672	dancing	3.0706453
3673	loft	3.0092168
3674	spanish	3.07481
3675	against	3.018473
3676	view	3.1165242
3677	wilderness	3.048231
3678	identity	3.0223448
3679	arrange	3.1907392
3680	condemned	2.975642
3681	thing	3.0962014
3682	elegant	3.111592
3683	earlier	2.9777853
3684	fairly	2.9942205
3685	210	2.9932098
3686	horses	3.0455678
3687	siegel	3.0541832
3688	rappaport	3.0454547
3689	label	3.1142302
3690	river	2.9771945
3691	trio	3.0891716
3692	total	3.089389
3693	seemed	2.975575
3694	feels	2.9985301
3695	beta	3.1154509
3696	feats	3.0880337
3697	package	3.1093383
3698	wayne	3.0447016
3699	practice	3.1245801
3700	wall	2.9856293
3701	onto	3.0186546
3702	financial	3.0405195
3703	picked	3.0211442
3704	afraid	2.975575
3705	hearted	2.9840517
3706	contacting	3.0432997
3707	gift	3.1243186
3708	net	3.0699308
3709	branches	3.0011818
3710	attain	3.1635861
3711	whirled	2.975575
3712	low	2.980156
3713	grown	3.0197775
3714	motivic	3.062322
3715	gam	3.1337447
3716	trembled	2.975575
3717	charged	2.9797359
3718	and	3.1184025
3719	begins	3.0802064
3720	fishing	3.0898192
3721	demolition	3.0176709
3722	sympathetic	2.9760451
3723	cds	3.1372726
3724	nasa	3.1104298
3725	absolute	3.136569
3726	schools	3.0932117
3727	theories	3.0099947
3728	editor	3.104713
3729	torture	2.9894278
3730	usually	3.0453491
3731	businesses	3.0891213
3732	fahrenheit	3.0994902
3733	catholic	3.0652952
3734	once	3.061476
3735	on	3.0797393
3736	($	3.0873408
3737	navigational	3.0650327
3738	promotional	3.1694014
3739	government	3.0627532
3740	.	3.0858977
3741	march	3.035719
3742	mill	2.9982696
3743	americans	3.123938
3744	contact	3.0781069
3745	deluxe	3.1339877
3746	martin	3.0314403
3747	wetlands	3.0794747
3748	circumstances	2.9755907
3749	gunmen	2.975575
3750	president	3.0727098
3751	allan	3.0608237
3752	formerly	2.981012
3753	unaccustomed	2.975575
3754	assassination	2.975575
3755	hallway	2.9756799
3756	center	3.036244
3757	front	3.0297437
3758	polarization	3.0274534
3759	bomb	2.9838052
3760	monies	3.056531
3761	paid	3.0561988
3762	bun	3.0092022
3763	bone	2.9861095
3764	expire	2.9906478
3765	community	3.1524756
3766	local	3.1547153
3767	polemic	3.0291932
3768	nicole	3.0713024
3769	collectively	3.1225102
3770	moving	2.9760938
3771	filled	2.9827335
3772	substantially	3.0329235
3773	slackers	3.149985
3774	breakup	2.975575
3775	creature	2.9798653
3776	utilized	3.0518267
3777	sections	3.0254686
3778	friends	3.1526275
3779	table	3.0175686
3780	modest	3.0674188
3781	hkta	3.0873408
3782	word	3.0713267
3783	monk	2.9769385
3784	sitting	2.9760067
3785	central	3.0489051
3786	zazzali	3.0873408
3787	kindness	3.040375
3788	wage	3.114585
3789	association	3.0997934
3790	realization	2.9813907
3791	quarter	2.997802
3792	designation	3.0609012
3793	sobriety	3.029018
3794	bubonic	2.9755836
3795	supporting	3.1368437
3796	relationship	3.0580194
3797	lights	3.0177364
3798	tailors	3.12285
3799	eid	3.0996237
3800	rides	3.0846078
3801	they	3.137268
3802	four	3.0538635
3803	differences	3.0655186
3804	compared	2.9898293
3805	won	3.167663
3806	flow	3.0237463
3807	assault	2.9767451
3808	currently	3.0653548
3809	(	3.0224435
3810	fork	3.0573618
3811	intelligent	3.166339
3812	probably	2.993094
3813	underground	2.9851806
3814	science	3.1521668
3815	magazine	3.1249573
3816	,”	3.0873408
3817	flat	2.980437
3818	if	3.0518034
3819	garbage	3.1249924
3820	fifth	3.0096288
3821	fringes	2.978799
3822	calls	3.0771198
3823	2	3.0285888
3824	preference	3.093984
3825	tv	3.0984957
3826	mental	3.022495
3827	galleries	3.0522296
3828	report	3.0508559
3829	advice	3.0968175
3830	jameson	3.055175
3831	until	2.9900982
3832	simply	3.101724
3833	oneself	3.0892856
3834	mob	3.0307474
3835	eric	3.0659294
3836	dependent	2.9760904
3837	$	3.098444
3838	strategic	3.1283643
3839	promises	3.137685
3840	hurling	3.0646653
3841	expenditures	3.0543664
3842	lightly	2.9770136
3843	refuses	3.0253036
3844	raze	3.087472
3845	gaze	2.975575
3846	watches	2.9924822
3847	medical	3.057363
3848	discussed	2.9829922
3849	serious	3.028682
3850	analysis	3.067318
3851	type	3.0771441
3852	nor	2.9799635
3853	commitment	3.1860135
3854	desire	3.112247
3855	units	3.0348644
3856	flint	2.989175
3857	focused	3.0296876
3858	combine	3.1914382
3859	unit	3.0512927
3860	stereo	3.1218219
3861	watching	3.0435386
3862	earrings	3.082699
3863	consultancy	3.1000926
3864	wrote	3.0285428
3865	win	3.2238834
3866	embracing	3.1042325
3867	attractions	3.1219387
3868	los	3.0684028
3869	holding	3.0121675
3870	girl	3.0365818
3871	19th	3.0025172
3872	other	3.0846305
3873	hatred	2.982386
3874	therefore	3.072283
3875	using	3.1267972
3876	specify	3.0979357
3877	marks	3.0435207
3878	iran	3.0892034
3879	breaths	2.975575
3880	disclosure	3.0374572
3881	storm	2.975575
3882	indigenous	3.0898938
3883	extremist	3.0221987
3884	teamed	3.1590302
3885	workers	3.0278623
3886	chasing	2.9918823
3887	carved	2.9758213
3888	sometimes	2.9873984
3889	own	3.1534452
3890	deregulate	3.1269255
3891	unhappy	2.975575
3892	led	2.9832492
3893	account	3.04937
3894	bernard	3.0298848
3895	restaurant	3.0617177
3896	labeling	3.1108673
3897	totaled	2.975575
3898	legislatures	3.0263472
3899	forever	3.0647612
3900	defended	3.013408
3901	15	2.9895782
3902	educating	3.2244716
3903	though	2.9830658
3904	threw	2.9767303
3905	gray	2.975575
3906	eight	3.0264637
3907	wonderful	3.1805103
3908	piece	3.0955079
3909	sick	2.975575
3910	combines	3.1831608
3911	kind	3.0634155
3912	dies	2.9761834
3913	affirmed	3.0739443
3914	has	3.075041
3915	gathering	3.0592496
3916	timex	3.1298442
3917	result	3.0252934
3918	growth	3.0819583
3919	campaigns	3.1128826
3920	ferries	2.9836571
3921	festival	3.1403625
3922	were	2.9756346
3923	pak	3.1173887
3924	introduces	3.1430366
3925	discourse	3.0663736
3926	drives	3.1100967
3927	foreign	2.996451
3928	invasion	2.9815197
3929	mandatory	3.0796456
3930	goods	3.0793722
3931	redden	2.9757242
3932	universities	3.0917654
3933	islam	3.0914342
3934	northern	2.9985807
3935	places	3.043367
3936	branching	3.0535855
3937	above	3.027249
3938	taliban	3.0351632
3939	split	3.0114796
3940	excitement	3.0599585
3941	madame	3.0558085
3942	skype	3.076203
3943	thus	3.0232146
3944	prison	2.9765058
3945	treatment	3.05705
3946	eastern	3.0194705
3947	rockers	3.087086
3948	astro	3.1137662
3949	check	3.1153998
3950	grow	3.1548085
3951	tight	3.0081232
3952	cricketer	3.0306113
3953	methodists	3.0362847
3954	90	3.031919
3955	reuters	3.0313196
3956	task	3.0369718
3957	essence	3.1005409
3958	risks	2.9932873
3959	yet	3.0124865
3960	pin	3.0382674
3961	laxness	2.9758027
3962	jose	3.1065867
3963	film	3.110613
3964	develop	3.1854775
3965	boards	3.0497377
3966	market	3.1061974
3967	ring	3.0654037
3968	criticized	2.9767773
3969	expert	3.1438727
3970	weaving	3.048936
3971	someone	3.0829945
3972	definitely	3.1371129
3973	initiative	3.1406555
3974	seafoods	3.1119862
3975	educational	3.2115476
3976	pubs	3.1118908
3977	leatherback	3.0063155
3978	several	3.0324879
3979	felt	2.975575
3980	written	3.0443175
3981	number	3.0687778
3982	anasazi	3.0656133
3983	salt	2.976653
3984	backyard	3.1616523
3985	representatives	3.096335
3986	responsibility	3.0601943
3987	settlements	2.99638
3988	happened	2.9756086
3989	extinction	2.9900339
3990	garden	3.1379068
3991	employment	3.0119426
3992	driving	3.0514882
3993	store	3.119442
3994	moral	3.1464279
3995	citibus	3.0873408
3996	suddenly	2.975575
3997	park	3.1547847
3998	lightscreen	3.0873408
3999	call	3.1538248
4000	lou	3.0580876
4001	82	2.984159
4002	emissions	3.0106237
4003	x	3.1097333
4004	constant	3.0044553
4005	extraordinary	3.1340592
4006	architectural	3.0988414
4007	achieved	3.1078346
4008	article	3.0466697
4009	1995	2.9930937
4010	deer	2.9827168
4011	mystery	2.9940896
4012	panther	2.9848926
4013	concentration	2.9803596
4014	equipment	3.1107368
4015	describes	3.0386646
4016	when	3.050405
4017	northwest	2.977704
4018	stone	2.9766433
4019	fit	3.154119
4020	regulatory	3.1154323
4021	states	3.011233
4022	susan	3.0781608
4023	advertisement	3.1028666
4024	scripture	3.0748382
4025	sources	3.0382915
4026	invisibility	2.975575
4027	allowed	2.996228
4028	sunnydale	3.0030646
4029	territory	3.0068629
4030	prompted	2.9833286
4031	scuffle	2.975575
4032	logical	3.0709693
4033	goodwill	3.1000152
4034	pathological	3.02032
4035	saviors	3.0079486
4036	legwork	3.143862
4037	days	2.983104
4038	intraspecies	3.1676283
4039	yorkers	2.9865189
4040	describe	3.0385623
4041	cultivated	3.0945694
4042	killings	2.9756482
4043	meeting	3.0725243
4044	relentlessly	3.001302
4045	none	2.9962304
4046	minister	2.9794157
4047	clockwise	3.02563
4048	sidewalk	2.981128
4049	years	3.0054102
4050	with	3.1395
4051	glow	2.990189
4052	1980s	2.9901412
4053	doctorate	3.0973423
4054	http	3.0717406
4055	honorary	3.1237252
4056	renewal	3.0901093
4057	computers	3.0599563
4058	newly	3.044126
4059	sales	3.0787334
4060	heart	3.0110672
4061	emphasis	3.0781996
4062	seen	2.9816885
4063	jewelry	3.0955002
4064	cuisine	3.137837
4065	scribbled	2.9757073
4066	learn	3.1793425
4067	gates	3.0126448
4068	trends	3.0767093
4069	shoplifters	3.1185749
4070	institute	3.1011865
4071	thin	2.97578
4072	baja	3.097298
4073	abuse	3.0135055
4074	brings	3.1690223
4075	stories	3.0740736
4076	obama	3.1165698
4077	citizen	3.1110244
4078	milky	2.9766295
4079	30	2.9931788
4080	youth	3.0733936
4081	conclude	3.1387827
4082	hammer	3.0440571
4083	1905	2.9899254
4084	followed	2.979337
4085	often	2.9951448
4086	periods	2.9920683
4087	equipped	3.0747917
4088	…	3.0728164
4089	certificates	3.1274774
4090	newest	3.137716
4091	cup	3.1189353
4092	starting	3.024483
4093	rightly	3.0500493
4094	supporter	3.111278
4095	bands	3.1281354
4096	unhealthy	2.9784687
4097	scouts	3.0626736
4098	agency	3.090751
4099	john	3.0588813
4100	snatch	3.0902798
4101	bunker	2.9756021
4102	"--"""	3.0873408
4103	cards	3.1001732
4104	rates	3.0839303
4105	mentoring	3.122037
4106	parent	3.0367653
4107	waving	2.9830184
4108	charleston	3.0826795
4109	males	3.080568
4110	tin	3.060142
4111	empty	2.9756453
4112	telerate	3.0873408
4113	fasteners	3.067448
4114	generally	3.0574229
4115	went	2.9821122
4116	plenty	3.1638465
4117	set	3.1504703
4118	gateway	3.0974567
4119	rebuke	2.9833827
4120	illegally	2.9930606
4121	handfuls	2.9896996
4122	halves	3.089465
4123	joined	3.0194755
4124	fisheries	3.041989
4125	vory	2.975687
4126	help	3.1158698
4127	an	3.1123924
4128	earth	3.017465
4129	1850	2.9793255
4130	lowered	2.975575
4131	senior	3.0060418
4132	billions	3.0046227
4133	errors	3.0079074
4134	corporate	3.1141608
4135	aroma	3.056082
4136	gulf	2.9852467
4137	fear	2.975575
4138	prove	3.162744
4139	stared	2.975575
4140	shall	3.145403
4141	opera	3.103663
4142	future	3.105585
4143	softly	2.9756963
4144	adds	3.1611362
4145	connected	3.0325758
4146	monterey	3.094779
4147	accept	3.1097755
4148	collapses	2.975575
4149	apa	3.043465
4150	eternal	3.0558958
4151	dominated	2.9793646
4152	either	3.0120358
4153	countries	3.0530794
4154	finds	3.056608
4155	debt	3.0163605
4156	corner	3.0014958
4157	resort	3.0541449
4158	576	3.0491688
4159	mainly	2.9810352
4160	presence	2.9833612
4161	outfield	3.0686357
4162	bearings	2.9756522
4163	hours	3.026806
4164	constantly	3.0284386
4165	nurse	2.991126
4166	wines	3.1463268
4167	rests	2.9919026
4168	century	3.003251
4169	disc	3.1117513
4170	explain	3.0471232
4171	17	2.9793158
4172	checks	2.9939892
4173	redeemed	3.0606291
4174	competes	3.1248178
4175	’	3.204489
4176	ends	3.1211467
4177	degrees	3.0303724
4178	perspectives	3.0859654
4179	bed	2.976203
4180	guambiano	3.0873408
4181	best	3.1616526
4182	<	3.036932
4183	solve	3.1401207
4184	character	3.0592432
4185	velcro	3.1354382
4186	yours	3.165077
4187	assist	3.117466
4188	bears	3.0597258
4189	viewer	3.0658753
4190	fishermen	3.0045922
4191	super	3.1217442
4192	destruction	2.9933813
4193	earn	3.2534182
4194	oh	3.0628164
4195	hikes	3.1332064
4196	thousands	3.0089498
4197	statesmanship	3.0314107
4198	halfway	2.998445
4199	palm	3.0560346
4200	largest	3.0847049
4201	mcdreamy	3.0853126
4202	grasping	2.9757285
4203	unicorp	3.0873408
4204	heat	2.9758065
4205	school	3.1100683
4206	american	3.1118329
4207	bengie	3.0873408
4208	tropical	3.0910864
4209	graffeo	3.0873408
4210	rotate	3.083365
4211	according	3.0504513
4212	%.	3.0873408
4213	seals	3.043474
4214	discover	3.1775227
4215	manatees	3.0073826
4216	inside	3.0083346
4217	touch	3.124526
4218	youngstown	3.1326292
4219	wed	3.0195804
4220	now	3.0863488
4221	reducing	3.124832
4222	toronto	3.0607352
4223	any	3.1284964
4224	counting	2.9792857
4225	suggests	3.0585957
4226	grande	3.0840673
4227	forager	3.1027904
4228	distracting	2.975634
4229	cooking	3.1463356
4230	writing	3.1271017
4231	obsession	3.086637
4232	self	3.082273
4233	accurate	3.0835578
4234	taylor	3.0754683
4235	advantageous	3.087826
4236	offered	3.0360947
4237	pissed	2.9767668
4238	kelo	3.0873408
4239	maine	3.147502
4240	stack	3.0779793
4241	cara	3.0608191
4242	perpetuate	3.1337454
4243	weather	2.9834464
4244	cools	3.0510361
4245	mccoy	3.030604
4246	surely	3.0416455
4247	too	2.9988925
4248	former	2.994973
4249	indonesian	3.084669
4250	inactive	2.975575
4251	payoff	3.1518228
4252	development	3.0862267
4253	illusion	3.0071127
4254	systems	3.0770555
4255	rescue	2.9899004
4256	liked	3.0549479
4257	conservation	3.1986995
4258	8	3.0024612
4259	forgotten	2.9756188
4260	pausing	2.9760072
4261	period	3.0174835
4262	raises	3.036174
4263	odds	3.0908513
4264	recall	2.9780123
4265	moore	3.0580268
4266	purely	3.0671253
4267	why	3.0719302
4268	59	2.9799378
4269	younger	2.9972317
4270	occurrences	2.9765892
4271	..	3.0595133
4272	transport	3.0336428
4273	fact	3.0170228
4274	executive	3.0676067
4275	sat	2.975575
4276	punishments	2.991652
4277	aimed	2.9933429
4278	elsewhere	2.9844437
4279	project	3.1111238
4280	smart	3.194306
4281	careful	3.0168278
4282	enormously	3.0523183
4283	mcalpine	2.9876263
4284	left	2.9756868
4285	throughout	3.105869
4286	triple	3.096976
4287	blame	2.975575
4288	letters	3.0456274
4289	requirement	3.081824
4290	clinical	3.1120222
4291	polarizers	3.0554318
4292	lastname	3.0760348
4293	counted	2.975575
4294	johnson	3.050382
4295	teens	3.079337
4296	historic	3.1056528
4297	drops	2.9762464
4298	media	3.093583
4299	ignore	3.0373826
4300	cent	3.09829
4301	208	3.0000353
4302	romania	3.0654066
4303	benefiting	3.1351886
4304	kimono	3.0312343
4305	mills	2.9972181
4306	racecourse	3.1134887
4307	expressed	2.9993405
4308	assume	3.085488
4309	disadvantageous	2.975575
4310	developed	3.0464401
4311	spectacular	3.140977
4312	sightseeing	3.0997453
4313	memory	2.9757228
4314	discuss	3.114803
4315	modeler	3.0767283
4316	pleasure	3.1680868
4317	visits	3.0347013
4318	poe	3.030633
4319	threatened	2.975575
4320	handy	3.131912
4321	vigilance	2.9993768
4322	forest	3.0089076
